TICKER,ebitda,de_ratio,debt_ebitda,npm,roa,roe,gsector,sic,description
PB,727.211,4.639,5.325,0.302,0.02,0.068,40.0,6020,
PB,,4.639,5.325,0.302,0.02,0.068,40.0,6020,
VABK,36.545,10.466,1.075,0.298,0.026,0.17,40.0,6020,
VABK,,10.466,1.075,0.298,0.026,0.17,40.0,6020,
USIO,0.159,6.547,3.27,-0.008,0.009,-0.045,40.0,6099,Functions related to depository banking
SNBR,112.713,-3.256,7.826,0.002,0.122,,25.0,2510,
OBT,56.995,15.739,3.363,0.244,0.024,0.213,40.0,6020,
OBT,,15.739,3.363,0.244,0.024,0.213,40.0,6020,
CFBK,33.147,12.259,3.992,0.167,0.018,0.123,40.0,6020,
CFBK,,12.259,3.992,0.167,0.018,0.123,40.0,6020,
GCBC,37.129,14.024,1.779,0.274,0.017,0.164,40.0,6035,Federal savings institutions
GCBC,,14.024,1.779,0.274,0.017,0.164,40.0,6035,Federal savings institutions
FCAP,24.315,11.711,0.413,0.267,0.022,0.151,40.0,6020,
FCAP,,11.711,0.413,0.267,0.022,0.151,40.0,6020,
GDEN,206.31,2.735,4.474,0.252,0.143,0.775,25.0,7990,
EFSC,413.62,7.554,1.135,0.27,0.032,0.142,40.0,6020,
EFSC,,7.554,1.135,0.27,0.032,0.142,40.0,6020,
NVDA,34480.0,0.763,0.519,0.421,0.505,0.782,45.0,3674,Semiconductors and related devices
AXL,603.4,7.736,4.653,0.0,0.118,-0.001,25.0,3714,Motor vehicle parts and accessories
EWBC,1911.217,9.578,1.905,0.336,0.03,0.206,40.0,6020,
EWBC,,9.578,1.905,0.336,0.03,0.206,40.0,6020,
KFY,374.319,1.066,1.54,0.036,0.107,0.063,20.0,7361,Employment agencies
EBTC,79.439,13.878,1.062,0.204,0.018,0.145,40.0,6020,
EBTC,,13.878,1.062,0.204,0.018,0.145,40.0,6020,
NXPL,-7.238,0.224,-0.157,-0.127,-0.349,-0.125,50.0,5961,Catalog and mail-order houses
MKSI,796.0,1.965,5.907,-0.45,0.08,-0.369,45.0,3823,Process control instruments
BKNG,7297.0,39.047,1.949,0.257,0.283,1.71,25.0,4700,
TREX,326.393,0.727,0.74,0.177,0.33,0.309,20.0,2400,
CFFN,100.216,8.748,-31.855,-0.54,-0.009,-0.095,40.0,6035,Federal savings institutions
CFFN,,8.748,-31.855,-0.54,-0.009,-0.095,40.0,6035,Federal savings institutions
EXTR,11.111,9.603,1.562,0.069,0.161,0.845,45.0,3576,
ATLC,240.46,4.99,7.876,0.224,0.097,0.299,40.0,6141,Personal credit institutions
ATLC,,4.99,7.876,0.224,0.097,0.299,40.0,6141,Personal credit institutions
HSII,119.485,1.397,0.726,0.054,0.108,0.134,20.0,7361,Employment agencies
CNX,2675.483,1.343,0.713,0.58,0.389,0.684,10.0,1311,Crude petroleum and natural gas
UONEK,104.808,2.918,6.273,0.028,0.093,0.04,50.0,4832,Radio broadcasting stations
TOWN,341.844,7.526,2.014,0.191,0.022,0.09,40.0,6020,
TOWN,,7.526,2.014,0.191,0.022,0.09,40.0,6020,
WCC,1659.8,2.208,3.509,0.037,0.117,0.169,20.0,5063,Electrical apparatus and equipment
LOAN,8.007,0.717,4.408,0.561,0.105,0.124,40.0,6798,Real estate investment trusts
FFIV,748.807,0.874,0.438,0.14,0.122,0.15,45.0,7373,Computer integrated systems design
SKX,954.286,0.787,1.823,0.067,0.132,0.146,25.0,3140,
GEG,1.825,1.241,-72.584,1.587,-0.006,0.498,40.0,6799,"Investors, nec"
UTHR,1289.0,0.24,0.694,0.408,0.185,0.181,35.0,2834,Pharmaceutical preparations
FISI,113.591,13.459,3.018,0.169,0.019,0.133,40.0,6020,
FISI,,13.459,3.018,0.169,0.019,0.133,40.0,6020,
JNPR,761.0,1.127,2.141,0.065,0.089,0.083,45.0,3576,
ECPG,315.198,2.926,10.669,-0.008,0.061,-0.007,40.0,6153,Short-term business credit
ECPG,,2.926,10.669,-0.008,0.061,-0.007,40.0,6153,Short-term business credit
SALM,11.026,2.115,16.485,-0.175,0.026,-0.193,50.0,4832,Radio broadcasting stations
ZD,447.427,0.866,2.345,0.034,0.129,0.024,50.0,7370,
VHC,-31.436,0.214,0.0,-3748.9,-0.231,-0.382,45.0,7372,Prepackaged software
HOFT,21.314,0.576,-31.854,-0.018,-0.007,-0.036,25.0,2510,
BMRN,274.108,0.379,4.612,0.064,0.037,0.032,35.0,2836,"Biological products, except diagnostic"
LII,928.3,-105.86,2.032,0.11,0.321,7.233,20.0,3585,Refrigeration and heating equipment
PRFT,161.508,1.202,2.487,0.111,0.173,0.235,45.0,7370,
FLWS,75.475,1.195,3.596,-0.021,0.078,-0.079,25.0,5961,Catalog and mail-order houses
NTCT,133.147,0.376,1.111,0.075,0.059,0.033,45.0,7373,Computer integrated systems design
SWKH,21.18,0.091,0.458,0.421,0.064,0.057,40.0,6159,Miscellaneous business credit
EGAN,6.358,0.979,0.686,0.048,0.032,0.078,45.0,7372,Prepackaged software
BLK,6768.0,2.114,1.269,0.307,0.056,0.132,40.0,6282,Investment advice
BLK,,2.114,1.269,0.307,0.056,0.132,40.0,6282,Investment advice
CIZN,11.539,33.383,9.204,0.09,0.012,0.134,40.0,6020,
CIZN,,33.383,9.204,0.09,0.012,0.134,40.0,6020,
TKO,756.47,0.971,1.806,0.182,0.272,0.406,50.0,7900,
SFST,35.724,12.051,6.816,0.085,0.01,0.05,40.0,6020,
SFST,,12.051,6.816,0.085,0.01,0.05,40.0,6020,
AKAM,1246.112,1.007,2.871,0.138,0.15,0.12,45.0,7370,
GAIA,10.724,0.572,2.009,-0.054,0.082,-0.049,50.0,7370,
PLUG,-972.922,0.474,-1.146,-1.067,-0.144,-0.238,20.0,3674,Semiconductors and related devices
NEO,-24.065,0.76,-19.689,-0.168,-0.018,-0.095,35.0,8071,Medical laboratories
FSI,5.146,0.49,1.662,0.09,0.102,0.112,15.0,2810,
IDN,-1.446,0.273,0.0,-0.18,-0.109,-0.183,45.0,7370,
PZG,-8.047,0.266,-0.919,,-0.112,-0.153,15.0,1040,
KTOS,65.6,0.647,6.106,-0.02,0.036,-0.021,20.0,7370,
CHTR,21202.0,13.155,4.652,0.086,0.146,0.165,50.0,4841,Cable and other pay television services
EXPE,2274.0,10.81,3.051,0.067,0.092,0.405,25.0,4700,
IMMR,19.041,0.198,0.013,1.152,0.104,0.237,45.0,7372,Prepackaged software
ONTO,196.495,0.108,0.092,0.185,0.125,0.097,45.0,3823,Process control instruments
A,1850.0,0.841,1.694,0.181,0.161,0.221,35.0,3826,Analytical instruments
TDY,1359.6,0.689,2.666,0.14,0.096,0.091,45.0,3812,Search and navigation equipment
BGC,199.419,4.121,7.136,0.01,0.043,0.026,40.0,6211,Security brokers and dealers
BGC,,4.121,7.136,0.01,0.043,0.026,40.0,6211,Security brokers and dealers
PKG,1651.3,1.133,1.661,0.1,0.206,0.181,15.0,2650,
ZYXI,14.373,1.112,2.249,0.086,0.179,0.247,35.0,3845,Electromedical equipment
AGEN,-146.705,-5.394,-1.768,-2.661,-0.496,,35.0,2834,Pharmaceutical preparations
BBGI,20.615,2.4,12.77,-0.418,0.036,-0.326,50.0,4832,Radio broadcasting stations
SLAB,36.042,0.371,4.469,0.064,0.061,0.043,45.0,3674,Semiconductors and related devices
EW,1846.1,0.414,0.368,0.246,0.216,0.235,35.0,3842,Surgical appliances and supplies
EPC,349.9,1.428,4.293,0.051,0.091,0.07,30.0,3420,
RIGL,-19.253,-6.012,-5.969,-0.185,-0.14,,35.0,2834,Pharmaceutical preparations
EBMT,32.698,11.477,5.569,0.103,0.019,0.072,40.0,6035,Federal savings institutions
EBMT,,11.477,5.569,0.103,0.019,0.072,40.0,6035,Federal savings institutions
HSTM,57.095,0.473,0.475,0.047,0.112,0.037,35.0,7372,Prepackaged software
DNUT,149.417,1.574,9.221,-0.026,0.045,-0.032,25.0,5400,
MET,3941.0,22.181,1.235,0.04,0.006,0.087,40.0,6311,Life insurance
MET,,22.181,1.235,0.04,0.006,0.087,40.0,6311,Life insurance
LXRX,-171.196,0.789,-0.521,-297.84,-0.715,-1.179,35.0,2835,Diagnostic substances
LPSN,-31.68,13.23,-19.329,-0.237,-0.032,-1.258,45.0,7370,
SGMO,-87.563,0.549,-0.475,-1.239,-0.189,-0.837,35.0,2836,"Biological products, except diagnostic"
EXEL,196.602,0.319,1.734,0.052,0.041,0.037,35.0,2836,"Biological products, except diagnostic"
ON,3150.5,0.853,1.131,0.267,0.272,0.35,45.0,3674,Semiconductors and related devices
PXLW,-24.349,1.331,-0.221,-0.431,-0.221,-0.872,45.0,3674,Semiconductors and related devices
FYBR,1980.0,2.747,5.299,0.029,0.101,0.029,50.0,4813,"Telephone communication, except radio"
CEVA,-9.155,0.176,-0.872,-0.079,-0.033,-0.033,45.0,6794,Patent owners and lessors
RBBN,67.396,1.506,6.676,-0.063,0.045,-0.108,45.0,7373,Computer integrated systems design
NRG,1644.0,7.413,-13.991,-0.06,-0.027,-0.489,55.0,4911,Electric services
INSM,-580.891,-15.779,-2.341,-2.577,-0.408,-8.228,35.0,2836,"Biological products, except diagnostic"
BANC,-169.265,8.763,9.215,0.222,0.017,0.107,40.0,6020,
BANC,,8.763,9.215,0.222,0.017,0.107,40.0,6020,
VC,383.0,2.257,1.229,0.038,0.162,0.223,25.0,3714,Motor vehicle parts and accessories
ISRG,2178.4,0.164,0.055,0.221,0.128,0.133,35.0,3845,Electromedical equipment
BOTJ,20.24,17.471,1.019,0.17,0.022,0.168,40.0,6020,
BOTJ,,17.471,1.019,0.17,0.022,0.168,40.0,6020,
CRL,973.446,1.412,3.146,0.113,0.128,0.148,35.0,8731,Commercial physical research
MRVL,986.6,0.429,4.498,-0.101,0.046,-0.036,45.0,3674,Semiconductors and related devices
BHLB,184.831,11.446,3.572,0.165,0.018,0.105,40.0,6020,
BHLB,,11.446,3.572,0.165,0.018,0.105,40.0,6020,
ENTG,942.355,2.048,5.744,0.055,0.099,0.062,45.0,3559,"Special industry machinery, nec"
ACLS,273.305,0.516,0.263,0.214,0.248,0.34,45.0,3559,"Special industry machinery, nec"
SAVA,-104.427,0.074,0.0,,-0.478,-0.471,35.0,2834,Pharmaceutical preparations
EVC,36.622,2.325,4.519,0.001,0.067,0.003,50.0,7310,
ILMN,481.0,0.785,6.516,-0.252,0.039,-0.169,35.0,3826,Analytical instruments
CRIS,-48.077,1.718,-0.076,-4.604,-0.449,-1.139,35.0,2836,"Biological products, except diagnostic"
LTRX,6.145,0.933,22.353,-0.07,0.009,-0.117,45.0,3576,
BRKR,610.0,2.155,2.085,0.113,0.163,0.282,35.0,3826,Analytical instruments
PNFP,852.441,6.931,2.941,0.241,0.019,0.112,40.0,6020,
PNFP,,6.931,2.941,0.241,0.019,0.112,40.0,6020,
MCO,2597.0,3.877,3.144,0.264,0.169,0.472,40.0,7323,Credit reporting services
MBCN,40.574,7.88,2.454,0.193,0.026,0.097,40.0,6020,
MBCN,,7.88,2.454,0.193,0.026,0.097,40.0,6020,
TTMI,272.424,1.114,3.358,-0.013,0.086,-0.019,45.0,3672,Printed circuit boards
DCTH,-38.054,3.897,-0.341,-20.792,-1.491,,35.0,3841,Surgical and medical instruments
AWH,-18.653,5.837,-0.15,-2.038,-1.324,-2.955,35.0,2835,Diagnostic substances
DRRX,-36.736,2.683,-0.549,-3.987,-0.713,-1.812,35.0,2834,Pharmaceutical preparations
ITGR,285.774,0.979,3.781,0.052,0.098,0.052,35.0,3845,Electromedical equipment
TPR,1424.0,2.075,2.392,0.14,0.193,0.374,25.0,3100,
VBFC,9.459,10.636,4.578,0.075,0.013,0.039,40.0,6020,
VBFC,,10.636,4.578,0.075,0.013,0.039,40.0,6020,
LTBR,-9.073,0.021,0.0,,-0.289,-0.256,10.0,2860,
TNET,564.0,4.321,1.398,0.073,0.162,0.416,20.0,8742,Management consulting services
INSG,-8.052,-2.994,-13.798,-0.226,-0.075,,45.0,3661,Telephone and telegraph apparatus
EXAS,-60.879,1.061,-24.742,-0.117,-0.016,-0.092,35.0,8731,Commercial physical research
RGP,38.861,0.301,0.367,0.053,0.12,0.095,20.0,8742,Management consulting services
ALGN,799.728,0.674,0.173,0.095,0.124,0.1,35.0,3843,Dental equipment and supplies
HBIO,9.083,0.936,5.963,-0.029,0.057,-0.044,35.0,3826,Analytical instruments
DVAX,-21.373,0.661,3.187,0.169,0.083,0.11,35.0,2836,"Biological products, except diagnostic"
ACAD,-67.827,0.643,-0.398,-0.235,-0.241,-0.373,35.0,2836,"Biological products, except diagnostic"
VRME,-1.326,0.523,-2.202,-0.125,-0.07,-0.252,45.0,7373,Computer integrated systems design
GPN,4123.222,1.113,4.396,0.092,0.083,0.035,40.0,7374,Data processing and preparation
OIS,81.21,0.513,2.15,0.013,0.074,0.014,10.0,3533,Oil and gas field machinery
NOG,1607.886,2.073,1.44,0.39,0.394,0.688,10.0,1311,Crude petroleum and natural gas
BTU,1468.9,0.669,0.196,0.224,0.317,0.372,10.0,1220,
MPX,51.945,0.334,0.004,0.114,0.354,0.372,25.0,3730,
SYNA,35.2,1.091,6.124,-0.041,0.062,-0.035,45.0,3674,Semiconductors and related devices
MDLZ,6955.0,1.553,3.093,0.13,0.101,0.148,30.0,2052,Cookies and crackers
OMCL,81.97,0.92,7.928,-0.029,0.035,-0.03,35.0,3559,"Special industry machinery, nec"
SHBI,61.352,9.296,3.399,0.046,0.014,0.025,40.0,6020,
SHBI,,9.296,3.399,0.046,0.014,0.025,40.0,6020,
PRU,,26.223,6.622,0.021,0.006,0.048,40.0,6311,Life insurance
PRU,,26.223,6.622,0.021,0.006,0.048,40.0,6311,Life insurance
RVP,-3.962,0.817,-0.189,-0.267,-0.047,-0.105,35.0,3841,Surgical and medical instruments
AXON,186.564,1.163,4.673,0.1,0.056,0.109,20.0,3480,
BFH,1428.0,7.562,6.666,0.109,0.054,0.221,40.0,6141,Personal credit institutions
MVBF,73.275,11.44,1.837,0.103,0.021,0.08,40.0,6020,
MVBF,,11.44,1.837,0.103,0.021,0.08,40.0,6020,
CCRN,135.516,0.81,0.505,0.046,0.195,0.227,35.0,7363,Help supply services
PDFS,8.595,0.301,0.635,0.016,0.039,0.013,45.0,7370,
AMN,561.846,2.089,1.552,0.068,0.22,0.281,35.0,7363,Help supply services
ZBH,2459.2,0.729,2.42,0.065,0.111,0.037,35.0,3842,Surgical appliances and supplies
ABG,1146.0,1.659,2.973,0.061,0.15,0.301,25.0,5500,
XPO,975.0,4.794,3.347,0.013,0.141,0.063,20.0,4213,"Trucking, except local"
BGFV,8.757,1.677,12.863,0.004,0.032,0.013,25.0,5940,
ELV,11467.0,1.868,2.284,0.036,0.106,0.154,35.0,6324,Hospital and medical service plans
ELV,,1.868,2.284,0.036,0.106,0.154,35.0,6324,Hospital and medical service plans
GME,31.5,1.368,45.589,-0.001,0.004,-0.006,25.0,5734,Computer and software stores
STRR,-2.019,0.349,5.117,-0.028,0.023,-0.062,25.0,1520,
WW,141.956,-2.403,11.242,-0.062,0.13,,25.0,7200,
CREG,-0.797,0.253,-9.94,,-0.012,-0.035,20.0,3620,
CNC,4908.0,2.263,3.883,0.016,0.066,0.096,35.0,6324,Hospital and medical service plans
CNC,,2.263,3.883,0.016,0.066,0.096,35.0,6324,Hospital and medical service plans
PFG,802.1,27.556,1.908,0.105,0.008,0.132,40.0,6282,Investment advice
PFG,,27.556,1.908,0.105,0.008,0.132,40.0,6282,Investment advice
AAP,438.077,3.563,6.75,0.017,0.054,0.063,25.0,5531,Auto and home supply stores
AYI,644.4,0.691,0.974,0.088,0.176,0.169,20.0,3640,
WNEB,39.223,10.079,2.734,0.191,0.019,0.095,40.0,6035,Federal savings institutions
WNEB,,10.079,2.734,0.191,0.019,0.095,40.0,6035,Federal savings institutions
CORT,107.859,0.212,0.006,0.203,0.175,0.19,35.0,2834,Pharmaceutical preparations
CUTR,-137.793,-18.738,-6.969,-0.311,-0.123,-3.891,35.0,3845,Electromedical equipment
HUSA,-2.067,0.038,-0.137,-0.189,-0.114,-0.014,10.0,1311,Crude petroleum and natural gas
APLD,-1.866,2.075,-2.271,-0.608,-0.149,-0.814,45.0,7372,Prepackaged software
LODE,-17.052,0.788,-0.416,-22.668,-0.174,-0.348,10.0,2911,Petroleum refining
CCOI,121.372,-95.734,10.262,1.365,0.101,-0.047,50.0,4813,"Telephone communication, except radio"
VRNT,169.649,0.755,2.895,0.026,0.07,0.027,45.0,7373,Computer integrated systems design
JBLU,588.0,2.822,6.215,-0.019,0.054,-0.043,20.0,4512,"Air transportation, scheduled"
BCBP,60.879,11.578,8.74,0.198,0.019,0.131,40.0,6020,
BCBP,,11.578,8.74,0.198,0.019,0.131,40.0,6020,
NFLX,7310.95,1.266,2.654,0.138,0.13,0.211,50.0,7841,Video tape rental
ACM,1095.336,4.0,3.003,0.008,0.086,0.048,20.0,8711,Engineering services
RIOT,-74.001,0.116,-0.29,-1.086,-0.057,-0.238,45.0,7372,Prepackaged software
GLDD,55.801,1.751,32.376,-0.07,0.014,-0.089,20.0,1600,
CPHI,0.003,2.408,-201.26,-0.4,-0.002,-0.65,35.0,2834,Pharmaceutical preparations
TDG,3911.0,-11.063,6.175,0.197,0.169,,20.0,3728,"Aircraft parts and equipment, nec"
FORM,51.498,0.235,1.342,-0.011,0.036,-0.009,45.0,3825,Instruments to measure electricity
KIRK,-12.434,27.257,-7.469,-0.09,-0.088,-1.545,25.0,5700,
SAFT,22.863,1.527,1.657,0.035,0.019,0.039,40.0,6331,"Fire, marine, and casualty insurance"
SAFT,,1.527,1.657,0.035,0.019,0.039,40.0,6331,"Fire, marine, and casualty insurance"
RRGB,55.877,738.353,19.965,-0.04,0.039,-3.195,25.0,5812,Eating places
CBAT,9.513,1.211,5.372,-0.041,0.019,-0.072,20.0,3690,
NPO,235.1,0.837,3.15,-0.039,0.092,-0.03,20.0,3050,
CME,3805.9,4.598,1.09,0.57,0.021,0.093,40.0,6200,
CME,,4.598,1.09,0.57,0.021,0.093,40.0,6200,
WHG,7.731,0.273,0.91,0.044,0.042,0.034,40.0,6282,Investment advice
WHG,,0.273,0.91,0.044,0.042,0.034,40.0,6282,Investment advice
NXST,1245.0,3.825,5.03,0.085,0.113,0.1,50.0,4833,Television broadcasting stations
WYNN,1716.531,-20.797,11.644,0.006,0.089,,25.0,7990,
NDAQ,2157.0,2.661,4.005,0.184,0.089,0.168,40.0,6200,
NDAQ,,2.661,4.005,0.184,0.089,0.168,40.0,6200,
FTFT,-9.931,0.324,-0.383,-0.363,-0.113,-0.174,40.0,6159,Miscellaneous business credit
CAAS,52.165,1.158,2.977,0.057,0.061,0.099,25.0,3714,Motor vehicle parts and accessories
TZOO,17.462,9.987,0.616,0.136,0.258,2.288,50.0,7370,
DKS,1722.478,2.592,2.545,0.078,0.182,0.386,25.0,5940,
GALT,-38.072,-1.474,-1.348,,-1.969,,35.0,2834,Pharmaceutical preparations
CRI,391.944,1.958,2.997,0.068,0.156,0.247,25.0,2300,
PFS,270.611,7.562,6.133,0.225,0.021,0.093,40.0,6036,"Savings institutions, except federal"
PFS,,7.562,6.133,0.225,0.021,0.093,40.0,6036,"Savings institutions, except federal"
TCBI,505.348,8.404,4.611,0.222,0.018,0.142,40.0,6020,
TCBI,,8.404,4.611,0.222,0.018,0.142,40.0,6020,
PRAA,119.107,2.663,21.027,-0.073,0.032,-0.049,40.0,6153,Short-term business credit
SAIA,640.251,0.354,0.238,0.121,0.276,0.191,20.0,4213,"Trucking, except local"
NGS,43.48,0.705,2.279,0.021,0.097,0.008,10.0,7359,"Equipment rental and leasing, nec"
OTRK,-17.874,10.156,-0.622,-2.615,-0.813,-4.666,35.0,8060,
BFC,91.95,6.398,1.06,0.278,0.026,0.104,40.0,6020,
BFC,,6.398,1.06,0.278,0.026,0.104,40.0,6020,
NEPH,-1.379,0.258,-0.621,-0.126,-0.135,-0.232,20.0,3841,Surgical and medical instruments
PKBK,58.013,6.22,3.016,0.269,0.031,0.115,40.0,6020,
PKBK,,6.22,3.016,0.269,0.031,0.115,40.0,6020,
HALO,422.275,10.393,3.949,0.325,0.211,1.981,35.0,2836,"Biological products, except diagnostic"
PLUR,-21.905,2.16,-1.152,-106.93,-0.448,-1.361,35.0,2836,"Biological products, except diagnostic"
FBMS,166.75,8.05,2.304,0.223,0.023,0.105,40.0,6020,
FBMS,,8.05,2.304,0.223,0.023,0.105,40.0,6020,
MOH,1879.0,2.942,1.357,0.028,0.143,0.288,35.0,6324,Hospital and medical service plans
MOH,,2.942,1.357,0.028,0.143,0.288,35.0,6324,Hospital and medical service plans
HSON,4.412,0.401,0.259,0.009,0.101,0.033,20.0,7361,Employment agencies
OPHC,14.084,8.832,1.57,0.152,0.021,0.086,40.0,6020,
OPHC,,8.832,1.57,0.152,0.021,0.086,40.0,6020,
BCLI,-21.174,-2.938,-0.164,,-2.41,-11.983,35.0,2836,"Biological products, except diagnostic"
NTGR,-20.903,0.584,-1.638,-0.136,-0.028,-0.176,45.0,3661,Telephone and telegraph apparatus
OGEN,-20.878,0.169,-0.044,-266.97,-0.791,-1.03,35.0,2836,"Biological products, except diagnostic"
MODV,193.901,6.246,5.375,-0.076,0.105,-0.572,35.0,4100,
ATSG,542.914,1.651,2.824,0.056,0.158,0.069,20.0,4512,"Air transportation, scheduled"
CRDF,-45.014,0.113,-0.057,-88.698,-0.397,-0.405,35.0,2836,"Biological products, except diagnostic"
LKQ,1745.0,1.33,2.753,0.071,0.137,0.162,25.0,5010,
CNVS,2.096,1.1,2.575,-0.03,0.025,-0.055,50.0,7822,Motion picture and tape distribution
NNI,1050.508,4.587,13.844,0.062,0.057,0.04,40.0,6141,Personal credit institutions
NNI,,4.587,13.844,0.062,0.057,0.04,40.0,6141,Personal credit institutions
OMQS,-9.406,-5.141,-1.942,-0.173,-0.13,,45.0,7370,
PMCB,-6.52,0.159,0.0,,-0.076,-0.019,35.0,2836,"Biological products, except diagnostic"
ADEA,244.214,2.572,2.451,0.317,0.191,0.261,45.0,7372,Prepackaged software
SNX,1691.082,2.519,2.46,0.011,0.06,0.073,45.0,5045,"Computers, peripherals, and software"
AEL,408.737,28.104,0.545,0.291,0.013,0.245,40.0,6311,Life insurance
AEL,,28.104,0.545,0.291,0.013,0.245,40.0,6311,Life insurance
GBLI,40.372,1.835,-3.616,0.038,0.017,0.035,40.0,6331,"Fire, marine, and casualty insurance"
GBLI,,1.835,-3.616,0.038,0.017,0.035,40.0,6331,"Fire, marine, and casualty insurance"
UTI,,2.278,6.535,0.02,0.083,0.056,25.0,8200,
TPX,781.9,48.277,4.209,0.079,0.18,2.165,25.0,2510,
HTH,323.628,7.1,5.584,0.07,0.017,0.052,40.0,6199,
HTH,,7.1,5.584,0.07,0.017,0.052,40.0,6199,
AIZ,1366.8,6.519,2.021,0.049,0.027,0.123,40.0,6351,Surety insurance
AIZ,,6.519,2.021,0.049,0.027,0.123,40.0,6351,Surety insurance
KRO,-6.3,1.029,-19.395,-0.04,-0.012,-0.068,15.0,2810,
VST,4115.0,5.022,3.467,0.092,0.117,0.439,55.0,4911,Electric services
PCB,56.823,6.416,0.184,0.22,0.025,0.125,40.0,6020,
PCB,,6.416,0.184,0.22,0.025,0.125,40.0,6020,
MCHX,-5.844,0.301,-0.245,-0.248,-0.142,-0.286,50.0,7389,"Business services, nec"
CRM,8968.0,0.62,1.418,0.076,0.1,0.044,45.0,7372,Prepackaged software
MEIP,26.38,1.67,0.316,0.391,0.288,1.138,35.0,2834,Pharmaceutical preparations
DYAI,-8.191,0.216,-0.005,-2.325,-0.624,-0.632,35.0,2836,"Biological products, except diagnostic"
GNW,457.0,9.62,1.751,0.064,0.008,0.054,40.0,6311,Life insurance
GNW,,9.62,1.751,0.064,0.008,0.054,40.0,6311,Life insurance
CYTK,-484.313,-4.089,-2.195,-67.4,-0.52,,35.0,2834,Pharmaceutical preparations
TBBK,320.781,9.373,0.382,0.317,0.041,0.266,40.0,6020,
TBBK,,9.373,0.382,0.317,0.041,0.266,40.0,6020,
SP,132.9,3.83,4.46,0.02,0.115,0.149,20.0,7500,
MKTX,408.001,0.446,0.21,0.329,0.251,0.226,40.0,6200,
MKTX,,0.446,0.21,0.329,0.251,0.226,40.0,6200,
BGS,314.214,3.443,7.558,-0.021,0.084,-0.039,30.0,2033,Canned fruits and specialties
PLAG,-6.755,0.678,-2.154,-1.092,-0.026,-0.632,30.0,2090,
DPZ,900.308,-1.388,6.019,0.116,0.536,,25.0,5812,Eating places
GSIT,-20.504,0.168,-0.05,-0.776,-0.288,-0.336,45.0,3674,Semiconductors and related devices
MA,15346.0,5.656,1.037,0.449,0.385,1.748,40.0,7389,"Business services, nec"
MA,,5.656,1.037,0.449,0.385,1.748,40.0,7389,"Business services, nec"
GOOGL,98327.0,0.432,0.324,0.225,0.254,0.257,50.0,7370,
MNKD,15.129,-2.205,-77.1,-0.177,-0.017,,35.0,2836,"Biological products, except diagnostic"
WTI,174.033,48.046,2.184,0.101,0.174,-7.757,10.0,1311,Crude petroleum and natural gas
MORN,444.6,1.806,3.309,0.036,0.115,0.056,40.0,6200,
STXS,-21.244,0.751,-0.281,-0.672,-0.391,-0.8,35.0,3845,Electromedical equipment
TXRH,507.191,1.351,1.525,0.065,0.197,0.278,25.0,5812,Eating places
BWFG,65.184,12.173,2.473,0.198,0.021,0.15,40.0,6020,
BWFG,,12.173,2.473,0.198,0.021,0.15,40.0,6020,
NURO,-7.095,0.065,-0.051,-0.866,-0.257,-0.251,35.0,3841,Surgical and medical instruments
CVGI,68.746,2.611,3.099,-0.006,0.121,-0.044,20.0,3714,Motor vehicle parts and accessories
BECN,895.8,1.843,2.951,0.047,0.14,0.216,20.0,5030,
INVA,154.946,1.021,3.4,0.172,0.116,0.085,35.0,2836,"Biological products, except diagnostic"
HY,253.8,6.792,2.485,0.027,0.11,0.474,20.0,3537,Industrial trucks and tractors
WLK,2267.0,0.965,2.031,0.093,0.131,0.102,15.0,2821,Plastics materials and resins
VVI,141.262,5.882,4.68,0.022,0.112,0.744,20.0,7389,"Business services, nec"
CYCC,-25.422,0.613,-0.004,-63.504,-1.185,-1.854,35.0,2836,"Biological products, except diagnostic"
MPWR,521.904,0.222,0.012,0.246,0.26,0.264,45.0,3674,Semiconductors and related devices
ENS,369.126,1.187,2.545,0.065,0.118,0.149,20.0,3690,
ORA,402.513,1.216,5.124,0.134,0.083,0.05,55.0,4911,Electric services
NNVC,-7.757,0.08,-0.044,,-0.442,-0.482,35.0,2836,"Biological products, except diagnostic"
BCML,53.677,7.196,1.607,0.222,0.022,0.092,40.0,6020,
BCML,,7.196,1.607,0.222,0.022,0.092,40.0,6020,
BBW,79.657,1.349,1.064,0.106,0.296,0.471,25.0,5945,"Hobby, toy, and game shops"
CHCI,9.376,0.363,0.839,0.168,0.225,0.249,60.0,6500,
BXC,170.749,1.506,3.111,0.03,0.129,0.166,20.0,5031,"Lumber, plywood, and millwork"
MNTX,27.262,2.934,3.37,0.009,0.122,0.042,20.0,3537,Industrial trucks and tractors
LVS,3606.0,4.343,5.784,0.079,0.12,0.161,25.0,7990,
KRNY,38.899,8.451,24.419,0.111,0.008,0.039,40.0,6036,"Savings institutions, except federal"
KRNY,,8.451,24.419,0.111,0.008,0.039,40.0,6036,"Savings institutions, except federal"
BFIN,26.242,9.083,1.524,0.153,0.017,0.071,40.0,6020,
BFIN,,9.083,1.524,0.153,0.017,0.071,40.0,6020,
HURN,161.314,1.277,2.655,0.056,0.131,0.133,20.0,8742,Management consulting services
ARC,35.66,0.937,2.638,0.04,0.121,0.073,20.0,7389,"Business services, nec"
CNSL,275.402,3.037,8.146,-0.216,0.068,-0.267,50.0,4813,"Telephone communication, except radio"
MOS,2381.1,0.889,1.422,0.088,0.121,0.102,15.0,2870,
